N,P,K,temperature,humidity,ph,rainfall,label
5,74,23,18.053575,61.332234,6.283463,64.602756,lentil
31,24,32,25.627934,95.78462,6.465901,171.11383,coconut
93,12,53,26.736283,84.952912,6.530863,50.986872,watermelon
107,57,18,25.032941,80.179328,7.118034,88.191231,cotton
7,29,34,35.69946,53.442527,6.722308,96.677056,mango
4,9,38,18.551169,89.05846,6.167626,78.602566,pomegranate
27,121,201,21.07734,93.486822,6.291972,110.309837,apple
76,41,22,18.922017,62.940517,5.914975,85.317146,maize
27,19,9,12.411716,91.403038,6.60098,108.141153,orange
31,20,14,20.52354,93.942544,6.44403,118.574849,orange
12,65,24,18.242729,24.47236,5.987394,100.487538,kidneybeans
90,44,45,20.917387,80.180543,5.173226,254.217631,rice
24,28,32,31.911357,54.224717,5.879194,97.188301,mango
100,23,32,26.937684,63.858335,6.372073,165.093894,coffee
112,77,50,26.044796,83.546041,5.704579,108.708169,banana
35,127,202,22.019645,94.140313,5.602652,117.127852,apple
95,41,36,23.596139,74.995171,6.048636,162.700538,jute
6,86,24,24.050954,63.686724,7.076571,156.592953,pigeonpeas
22,70,18,20.474095,69.186139,6.058247,48.426829,lentil
18,23,29,25.921328,96.895661,5.955264,195.539466,coconut
15,29,27,26.640765,91.140653,6.0004,182.053779,coconut
71,55,45,26.070267,71.913258,7.466296,183.536985,jute
39,135,204,21.938808,93.939464,6.265053,108.882863,apple
31,5,34,29.758047,99.361318,6.048736,164.170711,coconut
24,13,29,26.761665,97.649669,6.16651,159.298277,coconut
11,64,22,33.931663,42.663376,6.850523,157.123436,pigeonpeas
36,10,6,33.485327,92.745226,7.247668,118.924026,orange
22,120,197,22.355415,91.730843,6.363171,107.14751,apple
81,10,50,24.706466,84.770041,6.569289,52.592776,watermelon
102,20,50,25.875575,88.516924,6.918397,45.491951,watermelon
56,62,21,31.781289,62.76177,7.256641,66.033283,blackgram
13,61,17,27.282397,69.022152,6.233477,59.333725,lentil
21,79,16,29.808295,61.734297,6.868617,71.420205,blackgram
12,77,16,24.777789,61.150281,6.994055,51.041154,lentil
37,140,198,25.066894,83.097068,5.505694,66.162821,grapes
119,18,51,28.115246,91.845469,6.066707,23.42521,muskmelon
86,71,45,27.144532,79.253228,6.164192,104.748294,banana
2,19,29,29.647256,91.549162,6.323715,160.433506,coconut
32,35,21,24.927054,51.14173,8.93925,41.854489,mothbeans
116,18,54,25.127407,81.858783,6.351191,42.014149,watermelon
28,10,38,22.629006,85.888047,6.36541,70.900834,pomegranate
7,68,16,21.56939,18.207206,5.742453,121.487267,kidneybeans
105,48,20,23.742815,76.213314,5.878609,61.461602,cotton
100,86,54,29.954702,75.330903,6.469552,115.079649,banana
30,34,33,28.297698,51.502015,5.70045,67.173183,mango
0,89,23,32.200254,36.228031,5.929812,193.102289,pigeonpeas
15,124,205,23.998424,82.275347,5.992918,65.002538,grapes
37,21,28,33.726025,45.740994,6.270098,88.613759,mango
86,24,33,27.234592,62.931975,6.620774,182.577792,coffee
24,121,203,22.180018,91.570564,6.015048,116.789008,apple
11,41,20,29.899149,87.27863,6.253039,53.522588,mungbean
8,59,24,28.928432,59.449253,4.862999,61.220865,mothbeans
14,40,20,29.049217,80.841018,6.442607,47.398552,mungbean
8,53,19,25.86053,60.044714,6.111053,38.476105,mothbeans
12,63,16,28.816274,68.102441,6.619301,53.492391,lentil
12,138,204,9.020182,81.086404,6.436629,73.049732,grapes
8,133,203,21.103297,92.426895,6.252101,115.851358,apple
97,8,53,25.626669,84.088525,6.141666,47.716572,watermelon
80,5,46,26.296206,88.893977,6.904267,40.121846,watermelon
97,6,51,24.591979,85.941109,6.009417,42.17201,watermelon
13,60,18,33.469015,66.073647,5.554529,122.339038,pigeonpeas
3,5,31,25.260732,99.251088,6.384184,222.096706,coconut
110,9,47,29.526107,94.57549,6.446217,22.444978,muskmelon
9,67,21,27.603014,68.931135,6.061189,56.252413,lentil
24,79,78,20.765757,14.453664,6.921606,69.536667,chickpea
16,16,42,22.427319,86.416298,6.287244,75.040756,pomegranate
29,62,23,25.600329,67.509585,7.429425,66.071291,blackgram
51,62,16,27.785103,62.880268,7.346305,72.912837,blackgram
4,69,19,28.144621,65.616247,6.474955,54.904851,lentil
5,14,42,21.913279,85.276899,6.766088,88.564266,pomegranate
34,32,25,31.861436,46.538032,5.77805,91.99384,mango
36,8,9,12.326673,90.18254,7.421776,115.248304,orange
108,18,54,25.513899,84.162013,6.651726,49.938286,watermelon
86,87,50,27.123146,77.316092,6.487456,98.090484,banana
101,47,18,24.247162,80.786566,6.670724,90.126273,cotton
18,63,21,19.505503,30.726921,5.557788,116.459941,pigeonpeas
26,38,23,27.452302,32.929507,7.39886,41.841383,mothbeans
65,47,16,26.494658,74.298499,6.579084,77.499642,maize
82,56,25,18.994701,67.616636,6.996991,109.394458,maize
16,16,33,29.849256,51.394583,5.51307,80.347993,mango
20,70,18,26.644327,66.657057,7.335546,70.444058,blackgram
24,23,34,27.714206,52.648168,5.724277,87.31017,mango
26,67,25,26.987158,63.536924,6.888833,40.102807,lentil
29,8,36,24.980991,89.777972,6.726243,42.231303,pomegranate
134,39,22,24.525742,77.307605,6.327449,83.826895,cotton
116,11,53,26.908736,82.660793,6.765202,43.646772,watermelon
14,140,199,26.477935,80.877292,6.177342,72.458576,grapes
17,134,202,12.394817,84.37948,5.806009,66.475665,grapes
20,46,15,30.262144,82.573928,6.244659,55.069372,mungbean
17,130,204,22.835706,91.317512,5.819646,105.020616,apple
22,50,23,27.759191,88.412541,6.92161,45.698402,mungbean
74,53,15,23.705882,59.611426,5.903064,100.01278,maize
60,39,21,18.732326,72.63793,6.57943,108.319499,maize
91,77,50,29.972655,79.899257,5.555797,118.467385,banana
20,132,197,21.068991,92.766429,5.951749,101.59539,apple
107,38,31,24.651804,68.478352,6.204984,189.298263,coffee
5,49,16,29.234298,83.217244,6.990533,52.628912,mungbean
109,43,18,22.995004,75.00973,5.929798,82.789237,cotton
27,128,202,23.385442,94.15391,6.051267,109.469873,apple
11,62,21,23.974333,20.932247,5.955363,105.317504,kidneybeans
26,67,21,36.998692,59.13862,5.509052,174.200487,pigeonpeas
10,67,19,21.858656,58.78299,6.979556,161.108278,pigeonpeas
10,16,32,29.764352,91.881253,5.590596,181.669117,coconut
99,29,30,24.380528,56.789287,7.461566,198.631787,coffee
82,5,55,28.46459,91.860124,6.196172,28.071922,muskmelon
98,38,44,25.227536,82.453305,7.02,170.114551,jute
103,45,43,26.017066,80.878024,5.705931,193.90008,rice
26,67,16,26.923469,68.088846,6.986781,52.023937,lentil
21,62,17,20.838148,54.046423,5.09262,96.583095,pigeonpeas
9,34,29,31.548263,53.725088,6.728107,79.974337,mango
111,47,42,22.850688,83.483512,5.198731,186.411262,rice
17,70,16,28.348278,62.817112,6.37635,51.878835,lentil
27,63,76,19.303011,15.116781,6.018496,97.471358,chickpea
25,16,44,23.855819,94.606925,6.115886,109.21051,pomegranate
48,69,24,34.107666,62.764579,6.877716,74.181717,blackgram
30,19,13,17.763717,90.594857,6.059656,107.810958,orange
96,13,45,29.987287,90.284792,6.27268,20.72124,muskmelon
36,7,7,29.156197,91.679836,6.104214,114.061768,orange
1,144,199,21.297923,94.062133,6.348604,107.533752,apple
99,38,30,27.947933,61.453836,6.429008,176.489799,coffee
92,10,54,24.53079,88.329573,6.477568,43.917156,watermelon
80,24,35,23.574653,62.666568,7.343408,162.452433,coffee
27,14,11,28.739782,93.665006,6.16111,114.205901,orange
86,19,54,26.447262,85.711527,6.360189,54.381459,watermelon
24,67,21,31.277085,68.86903,6.992506,66.047378,blackgram
19,64,23,18.645607,65.821153,6.43916,58.760171,lentil
34,50,22,25.504064,39.16836,4.560359,60.280663,mothbeans
4,10,40,19.570818,92.732245,6.719556,103.518419,pomegranate
115,10,51,24.26889,83.370566,6.248831,50.28052,watermelon
97,43,52,22.679656,93.430788,6.451692,245.626188,rice
39,46,18,31.668756,58.632009,8.207486,48.854354,mothbeans
31,49,16,29.579052,61.337203,5.125657,63.760577,mothbeans
3,69,16,17.336181,18.993071,5.680901,94.347539,kidneybeans
35,67,83,20.219514,19.990129,7.694615,79.505979,chickpea
4,125,196,22.292325,83.121134,6.424501,68.152938,grapes
86,59,23,25.635107,64.808398,5.778023,109.790765,maize
91,11,51,25.026709,83.209253,6.443064,46.74673,watermelon
43,68,53,26.526849,93.867941,6.626631,100.396727,papaya
116,87,49,28.799619,84.966129,5.501122,115.701395,banana
30,26,30,27.166241,97.529092,5.86135,154.366956,coconut
40,29,27,30.645689,46.066396,5.534677,94.405855,mango
0,61,23,27.787003,63.493462,6.44796,59.48693,lentil
37,50,16,28.332677,51.972261,5.541343,59.840011,mothbeans
0,9,27,25.737797,95.913088,5.518596,158.158164,coconut
14,74,20,16.33076,23.414183,5.703136,146.67845,kidneybeans
11,137,201,21.78494,92.698659,6.360632,106.709486,apple
65,44,15,21.823685,68.283942,6.102532,64.28973,maize
26,66,23,20.410537,64.473422,6.718897,57.144961,lentil
103,41,16,23.370894,82.156335,6.629126,78.35869,cotton
76,42,24,19.219936,69.405317,6.888093,93.233279,maize
95,19,46,25.850805,82.029078,6.288809,46.675901,watermelon
91,16,53,27.601789,91.543696,6.008721,23.848327,muskmelon
67,45,40,23.566121,75.763108,6.010081,150.382393,jute
108,19,53,24.229593,80.225235,6.460636,53.695131,watermelon
82,36,30,27.590174,61.167424,6.327672,161.766527,coffee
62,57,24,19.081082,61.689475,5.763058,65.794923,maize
74,56,24,26.647313,56.302429,5.566857,105.66418,maize
66,42,17,21.109551,64.601218,6.283264,102.680302,maize
94,7,53,29.996195,91.670815,6.485186,20.476182,muskmelon
107,31,30,23.613503,51.355522,6.493304,171.096191,coffee
13,126,200,11.73166,84.545253,6.467727,69.748922,grapes
124,57,22,24.168478,77.640474,5.824211,86.237487,cotton
16,69,23,20.362616,62.716814,6.639727,49.751451,lentil
71,53,15,25.859875,63.889579,6.25359,87.002398,maize
34,80,75,17.581801,18.674666,7.610255,91.923649,chickpea
101,16,46,27.179428,91.120791,6.419247,26.671744,muskmelon
45,52,45,24.105357,94.063362,6.774897,236.012768,papaya
111,55,58,20.583957,88.282887,5.876714,295.432365,rice
33,73,21,34.393677,68.319591,7.102962,69.467117,blackgram
38,78,85,19.651426,19.072187,7.556078,75.763621,chickpea
21,39,24,30.074076,80.639823,6.841254,62.843964,mungbean
89,50,41,21.452291,86.370282,5.561255,235.629051,rice
11,35,30,27.356557,54.447672,5.742302,82.009018,mango
82,35,30,24.49589,63.516114,7.438658,154.127074,coffee
92,40,34,23.525687,64.780947,6.50553,182.82144,coffee
85,79,54,25.903144,78.15164,6.307278,101.249467,banana
20,70,23,18.296868,61.911172,6.966372,52.4435,lentil
24,65,20,23.113794,23.709323,5.875172,85.905039,kidneybeans
110,80,47,25.280216,78.42548,6.108055,100.508052,banana
115,15,48,28.169328,94.192393,6.807712,22.45506,muskmelon
98,59,21,23.557475,74.707571,6.830925,98.253497,maize
26,84,17,33.739401,32.345162,5.100512,158.521939,pigeonpeas
65,47,38,26.495463,70.917094,6.561668,175.293252,jute
100,12,54,28.79837,91.234707,6.517327,25.72553,muskmelon
45,75,22,28.909162,68.61166,6.856509,70.382582,blackgram
33,21,30,29.901469,96.761971,5.633925,178.061898,coconut
31,53,54,41.390431,94.593216,6.596639,180.667561,papaya
5,62,20,26.119662,66.18782,6.872885,56.46756,lentil
123,47,17,22.871917,84.421374,6.218499,81.146213,cotton
42,65,23,31.575504,68.206834,7.167998,69.51949,blackgram
2,6,32,25.226308,99.95713,6.492799,183.567436,coconut
136,49,18,24.051761,78.787157,7.769763,69.087576,cotton
24,17,42,21.027537,90.247284,6.772418,52.463968,pomegranate
40,70,76,20.402512,17.449942,7.479875,89.663263,chickpea
94,55,54,24.356691,90.657926,5.307386,221.003774,rice
90,14,54,27.670517,92.269845,6.965818,29.548824,muskmelon
6,62,16,22.29196,64.175429,6.247676,63.005627,lentil
38,52,20,27.330938,33.694239,6.600983,39.653243,mothbeans
20,19,14,30.442977,91.11629,6.428958,116.580368,orange
25,125,197,23.456113,94.086389,5.906863,111.685153,apple
20,16,38,18.728682,93.252565,6.009823,100.484835,pomegranate
18,35,35,27.163486,46.466542,6.043599,65.087959,mango
81,35,35,24.688418,62.091114,6.002856,168.225003,coffee
88,21,25,23.823538,50.92311,6.73876,185.443559,coffee
7,65,20,29.32323,66.258865,6.83253,61.677586,lentil
39,47,17,28.694855,85.133073,6.338514,48.932936,mungbean
0,144,197,21.244654,80.706604,5.987733,70.188034,grapes
93,58,39,24.432708,71.865515,6.616597,198.279218,jute
39,135,196,22.37399,93.915352,5.679089,107.396009,apple
79,47,40,26.951895,70.46696,6.524519,182.749959,jute
25,127,203,21.987294,90.65068,5.559521,116.500235,apple
7,50,19,30.715114,89.067746,6.495652,57.998007,mungbean
21,8,9,27.7787,93.887913,7.07748,100.335098,orange
26,7,6,14.338582,90.828666,6.263639,100.104502,orange
86,11,47,27.705067,90.919878,6.298735,25.048587,muskmelon
79,49,38,26.132609,88.759161,6.946624,182.723308,jute
34,53,53,38.419798,93.833782,6.879805,54.053207,papaya
20,25,30,28.921929,48.361912,6.338764,84.721603,mango
4,7,6,14.065765,90.156175,7.240547,116.021933,orange
120,75,52,27.310361,75.332953,5.581264,118.235709,banana
55,55,55,33.077303,94.124496,6.964853,195.653082,papaya
33,80,79,19.407775,14.380214,6.819715,90.287503,chickpea
80,45,44,26.763905,76.78023,6.798358,154.474801,jute
36,67,50,26.358688,94.585893,6.861794,93.342306,papaya
89,72,51,26.086693,78.771505,5.51753,101.226051,banana
90,50,59,24.437984,93.009341,6.410315,270.091783,rice
109,43,50,20.380366,82.999948,5.027783,275.243724,rice
30,72,83,18.652345,18.26035,7.579739,76.104107,chickpea
121,52,15,24.723957,83.438572,7.478983,81.882623,cotton
23,24,31,32.783097,53.40077,5.768158,76.453425,mango
77,57,16,18.162867,66.811708,6.153297,99.934462,maize
40,77,80,20.524753,19.498514,6.543102,86.264088,chickpea
32,57,18,29.223736,60.674619,3.599937,60.672058,mothbeans
21,26,32,29.393159,49.144471,6.845541,84.848162,mango
50,65,52,43.832913,93.855134,6.864145,126.377448,papaya
16,16,32,27.259566,92.605808,5.993117,225.655118,coconut
33,51,23,27.764986,62.206772,3.68924,38.458435,mothbeans
2,71,19,35.484437,52.682874,6.619054,187.591855,pigeonpeas
93,6,50,25.541458,84.89203,6.141984,41.587975,watermelon
12,121,200,21.899716,92.329769,5.792026,124.675366,apple
40,6,44,21.485704,86.177007,6.856117,43.328417,pomegranate
5,25,33,28.304523,93.923772,6.241968,218.031315,coconut
10,7,14,14.845479,90.154013,7.47879,118.791471,orange
94,10,49,29.659663,91.893021,6.019316,21.449337,muskmelon
26,38,29,31.955805,46.891178,6.233581,72.444761,mango
104,49,22,25.601057,83.889808,6.661591,84.705741,cotton
2,16,42,18.344545,94.265573,6.467039,52.934562,pomegranate
118,15,53,28.882574,92.925542,6.970855,24.897139,muskmelon
89,47,59,24.930901,80.477584,5.247041,254.577408,rice
13,15,27,33.432234,48.782784,6.550713,90.864299,mango
15,15,43,23.812973,93.057756,6.320024,48.875974,pomegranate
1,129,196,21.857131,94.493644,5.711847,119.56275,apple
4,77,21,27.508188,62.572191,6.626341,62.47269,lentil
34,7,12,11.346236,94.059304,7.203041,119.35297,orange
81,81,52,29.316363,75.326232,6.441844,117.119013,banana
56,69,17,29.250649,63.816266,7.230863,73.407336,blackgram
70,54,20,23.162488,74.100934,6.968929,103.079548,maize
12,127,202,11.347945,82.201948,5.876603,72.693309,grapes
112,18,54,27.909034,93.901178,6.98513,25.27006,muskmelon
23,36,20,29.997066,86.348797,7.126879,50.94114,mungbean
85,6,50,25.372609,87.511384,6.768354,41.049681,watermelon
137,57,21,25.737492,82.735152,7.317029,95.219655,cotton
8,24,25,27.100687,93.01381,6.273533,223.417227,coconut
98,60,48,25.999874,81.759733,5.406878,228.455129,rice
59,68,24,25.618409,65.086683,7.181766,68.753892,blackgram
19,42,15,30.386015,81.425914,6.659348,58.335091,mungbean
94,12,52,25.266245,82.390569,6.006677,44.134088,watermelon
6,133,199,29.766927,84.834012,6.382661,70.674813,grapes
118,19,51,25.80564,89.622477,6.372635,49.462555,watermelon
40,141,199,23.045104,92.942346,6.15211,107.785885,apple
11,32,32,31.687569,53.595084,6.151992,82.272343,mango
33,62,83,20.932811,16.691604,6.084979,69.114108,chickpea
13,37,27,28.472883,45.760029,6.81215,71.802121,mango
27,143,194,25.872855,80.583866,6.30193,73.487292,grapes
96,48,41,25.954211,70.649797,7.228107,152.661868,jute
6,35,29,35.367175,51.86991,4.867914,66.13661,mango
14,74,25,19.281987,24.167466,5.503641,63.006656,kidneybeans
80,48,38,25.923489,70.892602,7.136727,175.573005,jute
22,62,25,20.453868,62.203839,6.554029,48.743332,lentil
107,41,52,23.343526,84.26,5.35762,241.741529,rice
90,6,53,27.416536,91.934713,6.309278,24.168507,muskmelon
40,75,82,18.279336,15.178706,7.343055,94.504065,chickpea
112,55,16,25.709463,83.60316,5.802239,75.492165,cotton
122,53,21,22.752416,80.405664,7.475079,60.716834,cotton
17,6,35,20.16624,89.89143,6.692974,91.90051,pomegranate
96,36,25,18.868058,72.269413,6.349759,78.395874,maize
34,63,47,30.586875,90.166972,6.626551,218.301374,papaya
72,51,43,24.828371,76.660628,6.589124,180.657479,jute
35,10,43,18.675771,90.775487,6.534148,67.339415,pomegranate
24,50,19,24.220912,40.471308,3.914035,48.133557,mothbeans
126,58,15,24.423183,75.310337,7.649701,65.07772,cotton
17,128,195,23.218283,92.201049,5.86166,104.553778,apple
21,78,80,17.80076,18.04192,7.288446,69.272996,chickpea
81,57,37,23.192586,77.847661,6.299541,164.342145,jute
13,63,19,22.433402,20.971538,5.903476,124.693414,kidneybeans
12,14,37,24.477747,89.379218,6.431771,93.974378,pomegranate
29,12,10,21.870393,90.268065,6.482224,101.658269,orange
10,72,15,23.177207,60.24834,6.209562,44.867935,lentil
101,43,20,24.094107,82.796125,6.505974,61.958284,cotton
91,13,51,25.641679,80.025362,6.770717,53.504537,watermelon
112,42,16,25.075734,83.856195,7.327628,94.552348,cotton
21,76,81,20.619929,18.492334,7.122242,94.279151,chickpea
107,8,45,27.740011,90.506163,6.702668,25.692255,muskmelon
11,9,10,15.70639,93.094901,6.449352,103.720828,orange
34,10,15,19.053661,90.497748,6.232701,112.66904,orange
112,14,46,26.690558,88.494267,6.754099,47.196121,watermelon
11,54,17,25.217904,30.537458,9.098452,49.770966,mothbeans
1,11,25,27.495872,93.564367,5.927119,195.867364,coconut
20,71,18,23.45238,21.188055,5.546343,100.941385,kidneybeans
12,18,10,11.568095,91.210999,6.666541,118.949845,orange
23,22,28,30.904899,51.537383,6.043324,75.719648,mango
97,57,38,26.606242,86.804571,7.47028,176.343394,jute
34,142,195,15.870714,84.872364,5.933922,69.047059,grapes
21,7,42,21.718653,94.694322,6.133813,74.804094,pomegranate
20,33,33,30.616018,49.994548,4.573932,77.040912,mango
68,37,44,23.083635,80.245924,7.02101,195.441917,jute
119,16,34,27.531975,61.924412,7.214081,161.379716,coffee
86,73,54,27.525085,75.499005,5.648558,111.813821,banana
28,78,23,29.504838,63.780231,6.512901,72.019396,blackgram
7,65,18,20.72317,24.264088,5.588141,85.171092,kidneybeans
82,58,55,26.286437,90.088735,5.79341,216.533564,rice
40,131,201,23.511319,93.928694,6.005052,107.104746,apple
122,37,17,25.427309,75.493936,7.150796,83.137944,cotton
84,52,55,25.937053,94.037481,6.475139,227.976203,rice
3,78,18,26.159865,42.60606,4.710521,145.083463,pigeonpeas
88,23,28,26.194502,56.242601,6.447663,158.560125,coffee
96,5,52,24.737611,87.070497,6.532248,40.81261,watermelon
27,71,78,20.872818,15.357178,6.031476,76.404919,chickpea
17,64,25,27.404244,61.279081,6.385546,52.249241,lentil
117,6,54,27.341398,94.50435,6.367891,27.898408,muskmelon
1,10,11,13.830554,90.85827,6.101001,103.149795,orange
15,72,17,19.892255,21.374433,5.726555,132.319077,kidneybeans
33,66,78,18.42371,15.888397,7.15722,88.926053,chickpea
37,73,23,32.070726,66.175353,7.406468,67.477818,blackgram
133,59,24,25.114564,77.91015,6.552677,66.283148,cotton
133,37,16,24.759429,81.728564,7.736032,78.453555,cotton
26,66,16,27.671887,69.763518,6.127487,56.283984,lentil
66,42,36,24.206216,81.674946,6.191802,185.210324,jute
16,138,205,12.068546,83.090705,5.547431,68.386037,grapes
92,53,21,24.344533,63.372737,5.507965,60.567756,maize
36,79,19,27.976242,60.685996,6.852528,67.32196,blackgram
2,60,22,28.156692,58.180824,7.806164,40.197949,mothbeans
31,48,24,28.123699,85.377375,7.094164,59.08303,mungbean
27,75,21,18.722346,35.135596,4.667372,189.550081,pigeonpeas
11,54,20,27.119442,85.265156,7.047805,62.568405,mungbean
47,61,23,26.816733,61.487805,7.36885,65.050371,blackgram
97,31,33,25.199416,53.099567,7.184998,197.058909,coffee
65,37,44,26.398391,86.820793,6.793562,152.590255,jute
96,50,47,21.333968,80.286843,5.777225,281.133224,rice
31,28,25,25.302489,94.826274,5.919883,227.072598,coconut
62,45,36,26.281756,88.102182,6.45142,166.239314,jute
27,75,21,26.078632,63.995056,6.832,71.606908,blackgram
12,14,39,24.96958,87.28221,6.865275,100.641708,pomegranate
106,16,28,27.918661,61.042161,7.144561,181.023492,coffee
133,47,16,25.830733,76.365065,7.077693,81.574668,cotton
96,28,35,23.738238,59.011821,7.484881,182.210129,coffee
38,41,23,26.739663,64.273518,9.023815,62.147579,mothbeans
44,66,49,29.231199,94.003634,6.536144,223.949842,papaya
90,16,29,25.559368,54.320819,7.206828,186.447697,coffee
30,64,20,25.472893,62.892475,7.236624,71.212299,blackgram
6,9,28,28.732892,95.843116,5.84605,214.077188,coconut
69,48,52,38.645378,91.047048,6.941166,58.711917,papaya
22,72,84,17.64104,18.377668,7.218188,71.479074,chickpea
93,83,54,28.149804,78.695292,6.360443,112.393076,banana
64,50,55,28.465779,92.453378,6.628349,140.260524,papaya
38,70,18,29.190662,67.872984,6.771266,73.132508,blackgram
18,67,17,18.016433,63.831143,6.40672,49.097281,lentil
29,15,6,14.716111,91.192918,6.367533,118.782146,orange
